## Tue Dec 10 21:51:34 2024
## emapper-2.1.12
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_mg7s3_zk --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_mg7s3_zk --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_mg7s3_zk/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
BDA40096.1	1527444.ucyna2_01133	3.82e-295	805.0	COG0821@1|root,COG0821@2|Bacteria,1G1GY@1117|Cyanobacteria	1117|Cyanobacteria	I	Converts 2C-methyl-D-erythritol 2,4-cyclodiphosphate (ME-2,4cPP) into 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate	ispG	GO:0003674,GO:0003824,GO:0005488,GO:0006081,GO:0006082,GO:0006090,GO:0006091,GO:0006629,GO:0006644,GO:0006720,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008299,GO:0008610,GO:0008654,GO:0009055,GO:0009058,GO:0009240,GO:0009987,GO:0016491,GO:0016725,GO:0019288,GO:0019637,GO:0019682,GO:0019752,GO:0022900,GO:0032787,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0046429,GO:0046490,GO:0048037,GO:0051536,GO:0051539,GO:0051540,GO:0052592,GO:0055114,GO:0071704,GO:0090407,GO:1901135,GO:1901576	1.17.7.1,1.17.7.3	ko:K03526	ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130	M00096	R08689,R10859	RC01486	ko00000,ko00001,ko00002,ko01000	-	-	iJN678.gcpE	GcpE
BDA40097.1	1527444.ucyna2_01131	7.18e-52	164.0	2E3K8@1|root,32YIH@2|Bacteria,1G910@1117|Cyanobacteria	1117|Cyanobacteria	S	Photosystem I reaction center subunit PsaK	psaK	-	-	ko:K02698	ko00195,ko01100,map00195,map01100	-	-	-	ko00000,ko00001,ko00194	-	-	-	PSI_PSAK
BDA40098.1	1527444.ucyna2_01130	0.0	1524.0	COG0210@1|root,COG0210@2|Bacteria,1G19W@1117|Cyanobacteria	1117|Cyanobacteria	L	PFAM UvrD REP helicase	-	-	3.6.4.12	ko:K03657	ko03420,ko03430,map03420,map03430	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	UvrD-helicase,UvrD_C
BDA40099.1	1527444.ucyna2_01129	1.17e-288	790.0	COG2211@1|root,COG2211@2|Bacteria,1G0YG@1117|Cyanobacteria	1117|Cyanobacteria	G	TIGRFAM folate biopterin transporter	-	GO:0003674,GO:0005215,GO:0005310,GO:0005342,GO:0006810,GO:0006811,GO:0006820,GO:0006835,GO:0006855,GO:0008150,GO:0008509,GO:0008514,GO:0008517,GO:0015075,GO:0015231,GO:0015238,GO:0015318,GO:0015350,GO:0015711,GO:0015849,GO:0015884,GO:0015885,GO:0015893,GO:0022857,GO:0034220,GO:0035461,GO:0042221,GO:0042493,GO:0042886,GO:0042887,GO:0046942,GO:0046943,GO:0050896,GO:0051179,GO:0051180,GO:0051181,GO:0051234,GO:0051958,GO:0055085,GO:0071702,GO:0071705,GO:0072337,GO:0072349,GO:0090482,GO:0098656,GO:1903825,GO:1905039	-	-	-	-	-	-	-	-	-	-	BT1
BDA40100.1	1527444.ucyna2_01128	8.24e-307	837.0	COG0148@1|root,COG0148@2|Bacteria,1G0Y6@1117|Cyanobacteria	1117|Cyanobacteria	F	Catalyzes the reversible conversion of 2- phosphoglycerate into phosphoenolpyruvate. It is essential for the degradation of carbohydrates via glycolysis	eno	-	4.2.1.11	ko:K01689	ko00010,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko03018,ko04066,map00010,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map03018,map04066	M00001,M00002,M00003,M00346,M00394	R00658	RC00349	ko00000,ko00001,ko00002,ko01000,ko03019,ko04147	-	-	-	Enolase_C,Enolase_N
BDA40101.1	1527444.ucyna2_01127	7.16e-297	810.0	COG0654@1|root,COG0654@2|Bacteria,1FZY0@1117|Cyanobacteria	1117|Cyanobacteria	CH	TIGRFAM Ubiquinone biosynthesis hydroxylase, UbiH UbiF VisC COQ6 family	ubiH	-	-	ko:K03185	ko00130,ko01100,ko01110,map00130,map01100,map01110	M00117	R04989,R08773	RC02670	ko00000,ko00001,ko00002,ko01000	-	-	-	FAD_binding_3
BDA40102.1	43989.cce_0471	0.0	1305.0	COG1032@1|root,COG5011@1|root,COG1032@2|Bacteria,COG5011@2|Bacteria,1FZZ6@1117|Cyanobacteria,3KFWU@43988|Cyanothece	1117|Cyanobacteria	C	SMART Elongator protein 3 MiaB NifB	-	-	-	-	-	-	-	-	-	-	-	-	DUF2344,Radical_SAM
BDA40103.1	1527444.ucyna2_01121	3.62e-79	235.0	COG1366@1|root,COG1366@2|Bacteria,1G7ZR@1117|Cyanobacteria	1117|Cyanobacteria	T	Anti-sigma-factor antagonist	-	-	-	-	-	-	-	-	-	-	-	-	STAS,STAS_2
BDA40104.1	1527444.ucyna2_01119	2.67e-119	342.0	COG1714@1|root,COG1714@2|Bacteria,1G6WQ@1117|Cyanobacteria	1117|Cyanobacteria	S	PFAM RDD family	-	-	-	-	-	-	-	-	-	-	-	-	RDD
BDA40105.1	1527444.ucyna2_01118	1.22e-107	310.0	COG0597@1|root,COG0597@2|Bacteria,1G6MU@1117|Cyanobacteria	1117|Cyanobacteria	MU	This protein specifically catalyzes the removal of signal peptides from prolipoproteins	lspA	-	3.4.23.36	ko:K03101	ko03060,map03060	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	Peptidase_A8
BDA40106.1	1527444.ucyna2_01117	1.12e-129	369.0	COG1268@1|root,COG1268@2|Bacteria,1G5HR@1117|Cyanobacteria	1117|Cyanobacteria	S	PFAM BioY family	bioY	-	-	ko:K03523	ko02010,map02010	M00581,M00582	-	-	ko00000,ko00001,ko00002,ko02000	2.A.88.1,2.A.88.2	-	-	BioY
BDA40107.1	1527444.ucyna2_01116	1.75e-129	367.0	COG0242@1|root,COG0242@2|Bacteria,1G1FB@1117|Cyanobacteria	1117|Cyanobacteria	J	Removes the formyl group from the N-terminal Met of newly synthesized proteins. Requires at least a dipeptide for an efficient rate of reaction. N-terminal L-methionine is a prerequisite for activity but the enzyme has broad specificity at other positions	def	GO:0003674,GO:0003824,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016787,GO:0016810,GO:0016811,GO:0018193,GO:0018206,GO:0019538,GO:0031365,GO:0036211,GO:0042586,GO:0043170,GO:0043412,GO:0043686,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:1901564	3.5.1.88	ko:K01462	-	-	-	-	ko00000,ko01000	-	-	-	Pep_deformylase
BDA40108.1	1527444.ucyna2_01115	1.41e-243	669.0	COG0180@1|root,COG0180@2|Bacteria,1G043@1117|Cyanobacteria	1117|Cyanobacteria	J	Tryptophanyl-tRNA synthetase	trpS	-	6.1.1.2	ko:K01867	ko00970,map00970	M00359,M00360	R03664	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	tRNA-synt_1b
BDA40109.1	1527444.ucyna2_01114	2.42e-300	819.0	COG0192@1|root,COG0192@2|Bacteria,1G0KW@1117|Cyanobacteria	1117|Cyanobacteria	H	Catalyzes the formation of S-adenosylmethionine (AdoMet) from methionine and ATP. The overall synthetic reaction is composed of two sequential steps, AdoMet formation and the subsequent tripolyphosphate hydrolysis which occurs prior to release of AdoMet from the enzyme	metK	GO:0003674,GO:0003824,GO:0004478,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0016740,GO:0016765,GO:0044424,GO:0044444,GO:0044464	2.5.1.6	ko:K00789	ko00270,ko01100,ko01110,ko01230,map00270,map01100,map01110,map01230	M00034,M00035,M00368,M00609	R00177,R04771	RC00021,RC01211	ko00000,ko00001,ko00002,ko01000	-	-	iJN678.metX	S-AdoMet_synt_C,S-AdoMet_synt_M,S-AdoMet_synt_N
BDA40110.1	1527444.ucyna2_01113	1.31e-213	590.0	COG0275@1|root,COG0275@2|Bacteria,1G0AR@1117|Cyanobacteria	1117|Cyanobacteria	J	Specifically methylates the N4 position of cytidine in position 1402 (C1402) of 16S rRNA	rsmH	GO:0000154,GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008173,GO:0008649,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016434,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0070475,GO:0071424,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:0140102,GO:1901360	2.1.1.199	ko:K03438	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	Methyltransf_5
BDA40111.1	1527444.ucyna2_01112	1.3e-85	253.0	2CCNC@1|root,32VR9@2|Bacteria,1G7XM@1117|Cyanobacteria	1117|Cyanobacteria	S	Domain of unknown function (DUF4168)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4168
BDA40112.1	1527444.ucyna2_01111	0.0	939.0	COG0362@1|root,COG0362@2|Bacteria,1G01J@1117|Cyanobacteria	1117|Cyanobacteria	G	Catalyzes the oxidative decarboxylation of 6- phosphogluconate to ribulose 5-phosphate and CO(2), with concomitant reduction of NADP to NADPH	gnd	-	1.1.1.343,1.1.1.44	ko:K00033	ko00030,ko00480,ko01100,ko01110,ko01120,ko01130,ko01200,map00030,map00480,map01100,map01110,map01120,map01130,map01200	M00004,M00006	R01528,R10221	RC00001,RC00539	ko00000,ko00001,ko00002,ko01000	-	-	-	6PGD,NAD_binding_2
BDA40113.1	1527444.ucyna2_01110	0.0	951.0	COG1100@1|root,COG3597@1|root,COG1100@2|Bacteria,COG3597@2|Bacteria,1G0RN@1117|Cyanobacteria	1117|Cyanobacteria	S	Small gtp-binding protein	-	-	-	ko:K06883	-	-	-	-	ko00000	-	-	-	DUF697,MMR_HSR1
BDA40114.1	1527444.ucyna2_01109	3.32e-266	727.0	COG0002@1|root,COG0002@2|Bacteria,1G0UX@1117|Cyanobacteria	1117|Cyanobacteria	E	Catalyzes the NADPH-dependent reduction of N-acetyl-5- glutamyl phosphate to yield N-acetyl-L-glutamate 5-semialdehyde	argC	-	1.2.1.38	ko:K00145	ko00220,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map01100,map01110,map01130,map01210,map01230	M00028,M00845	R03443	RC00684	ko00000,ko00001,ko00002,ko01000	-	-	-	Semialdhyde_dh,Semialdhyde_dhC
BDA40115.1	1527444.ucyna2_01108	0.0	890.0	COG1316@1|root,COG1316@2|Bacteria,1G0TR@1117|Cyanobacteria	1117|Cyanobacteria	K	TIGRFAM cell envelope-related function transcriptional attenuator common domain	lytR	-	-	-	-	-	-	-	-	-	-	-	LytR_C,LytR_cpsA_psr
BDA40116.1	1527444.ucyna2_01107	0.0	1363.0	COG0021@1|root,COG0021@2|Bacteria,1G0GC@1117|Cyanobacteria	1117|Cyanobacteria	G	Catalyzes the transfer of a two-carbon ketol group from a ketose donor to an aldose acceptor, via a covalent intermediate with the cofactor thiamine pyrophosphate	tktA	-	2.2.1.1	ko:K00615	ko00030,ko00710,ko01051,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00710,map01051,map01100,map01110,map01120,map01130,map01200,map01230	M00004,M00007,M00165,M00167	R01067,R01641,R01830,R06590	RC00032,RC00226,RC00571,RC01560	ko00000,ko00001,ko00002,ko01000	-	-	-	Transket_pyr,Transketolase_C,Transketolase_N
BDA40117.1	43989.cce_1270	0.0	1111.0	COG0465@1|root,COG0465@2|Bacteria,1G01N@1117|Cyanobacteria,3KG5J@43988|Cyanothece	1117|Cyanobacteria	O	Acts as a processive, ATP-dependent zinc metallopeptidase for both cytoplasmic and membrane proteins. Plays a role in the quality control of integral membrane proteins	ftsH1	GO:0003674,GO:0003824,GO:0004176,GO:0005575,GO:0005622,GO:0005623,GO:0006091,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008237,GO:0009056,GO:0009057,GO:0009314,GO:0009416,GO:0009579,GO:0009628,GO:0009642,GO:0009644,GO:0009765,GO:0009892,GO:0009987,GO:0010109,GO:0010205,GO:0010206,GO:0010304,GO:0015979,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019222,GO:0019538,GO:0019684,GO:0030091,GO:0030163,GO:0031323,GO:0031324,GO:0034357,GO:0042548,GO:0042623,GO:0042651,GO:0043155,GO:0043170,GO:0043467,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044424,GO:0044436,GO:0044464,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0065007,GO:0070011,GO:0071704,GO:0140096,GO:1901564,GO:1901565,GO:1901575,GO:1905156	-	ko:K03798	-	M00742	-	-	ko00000,ko00002,ko01000,ko01002,ko03110	-	-	-	AAA,FtsH_ext,Peptidase_M41
BDA40118.1	1527444.ucyna2_00708	1.45e-115	332.0	COG1729@1|root,COG1729@2|Bacteria,1GHEZ@1117|Cyanobacteria	1117|Cyanobacteria	S	repeat-containing protein	-	-	-	-	-	-	-	-	-	-	-	-	TPR_1,TPR_2,TPR_8
BDA40119.1	1527444.ucyna2_00707	5.43e-183	509.0	COG0834@1|root,COG0834@2|Bacteria,1G1D2@1117|Cyanobacteria	1117|Cyanobacteria	ET	PFAM Bacterial extracellular solute-binding proteins, family 3	glnH	-	-	ko:K02030,ko:K09969	ko02010,map02010	M00232,M00236	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.3,3.A.1.3.18,3.A.1.3.7,3.A.1.3.8	-	-	SBP_bac_3
BDA40120.1	1527444.ucyna2_00706	2.22e-28	106.0	2E8IH@1|root,332WI@2|Bacteria,1G9DG@1117|Cyanobacteria	1117|Cyanobacteria	S	GLTT repeat (6 copies)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3721,GLTT
BDA40121.1	1527444.ucyna2_00705	5.27e-314	857.0	COG0486@1|root,COG0486@2|Bacteria,1G189@1117|Cyanobacteria	1117|Cyanobacteria	J	Exhibits a very high intrinsic GTPase hydrolysis rate. Involved in the addition of a carboxymethylaminomethyl (cmnm) group at the wobble position (U34) of certain tRNAs, forming tRNA- cmnm(5)s(2)U34	mnmE	GO:0003674,GO:0005488,GO:0005515,GO:0042802	-	ko:K03650	-	-	R08701	RC00053,RC00209,RC00870	ko00000,ko01000,ko03016	-	-	-	MMR_HSR1,MnmE_helical,TrmE_N
BDA40122.1	1527444.ucyna2_00704	7.71e-255	698.0	COG0523@1|root,COG0523@2|Bacteria,1FZWP@1117|Cyanobacteria	1117|Cyanobacteria	S	cobalamin biosynthesis protein CobW	cobW	-	-	ko:K02234	-	-	-	-	ko00000,ko00001	-	-	-	CobW_C,cobW
BDA40123.1	1527444.ucyna2_00703	4.53e-199	550.0	COG0491@1|root,COG0491@2|Bacteria,1G04I@1117|Cyanobacteria	1117|Cyanobacteria	S	Thiolesterase that catalyzes the hydrolysis of S-D- lactoyl-glutathione to form glutathione and D-lactic acid	gloB	-	3.1.2.6	ko:K01069	ko00620,map00620	-	R01736	RC00004,RC00137	ko00000,ko00001,ko01000	-	-	-	HAGH_C,Lactamase_B
BDA40124.1	1527444.ucyna2_00702	0.0	2133.0	COG0383@1|root,COG0383@2|Bacteria,1G1RB@1117|Cyanobacteria	1117|Cyanobacteria	G	PFAM Glycosyl hydrolases family 38 C-terminal domain	ams1	-	3.2.1.24	ko:K01191	ko00511,map00511	-	-	-	ko00000,ko00001,ko01000,ko04131	-	GH38	-	Alpha-mann_mid,Glyco_hydro_38,Glyco_hydro_38C
BDA40125.1	1527444.ucyna2_00701	9.37e-142	401.0	COG0632@1|root,COG0632@2|Bacteria,1G18Y@1117|Cyanobacteria	1117|Cyanobacteria	L	The RuvA-RuvB complex in the presence of ATP renatures cruciform structure in supercoiled DNA with palindromic sequence, indicating that it may promote strand exchange reactions in homologous recombination. RuvAB is a helicase that mediates the Holliday junction migration by localized denaturation and reannealing. RuvA stimulates, in the presence of DNA, the weak ATPase activity of RuvB	ruvA	-	3.6.4.12	ko:K03550	ko03440,map03440	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	HHH_5,RuvA_C,RuvA_N
BDA40126.1	1527444.ucyna2_00700	0.0	1543.0	COG2885@1|root,COG2885@2|Bacteria,1G1ET@1117|Cyanobacteria	1117|Cyanobacteria	C	PsaA and PsaB bind P700, the primary electron donor of photosystem I (PSI), as well as the electron acceptors A0, A1 and FX. PSI is a plastocyanin cytochrome c6-ferredoxin oxidoreductase, converting photonic excitation into a charge separation, which transfers an electron from the donor P700 chlorophyll pair to the spectroscopically characterized acceptors A0, A1, FX, FA and FB in turn. Oxidized P700 is reduced on the lumenal side of the thylakoid membrane by plastocyanin or cytochrome c6	psaA	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0009521,GO:0009522,GO:0009579,GO:0016020,GO:0030075,GO:0030094,GO:0032991,GO:0034357,GO:0042651,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044422,GO:0044424,GO:0044425,GO:0044436,GO:0044444,GO:0044459,GO:0044464,GO:0071944,GO:0098796,GO:0098797	-	ko:K02689	ko00195,ko01100,map00195,map01100	M00163	-	-	ko00000,ko00001,ko00002,ko00194	-	-	-	PsaA_PsaB
BDA40127.1	1527444.ucyna2_00699	0.0	1541.0	COG2885@1|root,COG2885@2|Bacteria,1FZXJ@1117|Cyanobacteria	1117|Cyanobacteria	C	PsaA and PsaB bind P700, the primary electron donor of photosystem I (PSI), as well as the electron acceptors A0, A1 and FX. PSI is a plastocyanin cytochrome c6-ferredoxin oxidoreductase, converting photonic excitation into a charge separation, which transfers an electron from the donor P700 chlorophyll pair to the spectroscopically characterized acceptors A0, A1, FX, FA and FB in turn. Oxidized P700 is reduced on the lumenal side of the thylakoid membrane by plastocyanin or cytochrome c6	psaB	GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0009521,GO:0009522,GO:0009579,GO:0016020,GO:0016168,GO:0030075,GO:0030094,GO:0032991,GO:0034357,GO:0042651,GO:0043167,GO:0043168,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044422,GO:0044424,GO:0044425,GO:0044436,GO:0044444,GO:0044459,GO:0044464,GO:0046906,GO:0048037,GO:0071944,GO:0097159,GO:0098796,GO:0098797,GO:1901363	-	ko:K02690	ko00195,ko01100,map00195,map01100	M00163	-	-	ko00000,ko00001,ko00002,ko00194	-	-	-	PsaA_PsaB
BDA40128.1	1527444.ucyna2_00698	3.7e-96	280.0	COG0824@1|root,COG0824@2|Bacteria,1G7XG@1117|Cyanobacteria	1117|Cyanobacteria	S	Catalyzes the hydrolysis of 1,4-dihydroxy-2-naphthoyl- CoA (DHNA-CoA) to 1,4-dihydroxy-2-naphthoate (DHNA), a reaction involved in phylloquinone (vitamin K1) biosynthesis	-	GO:0003674,GO:0003824,GO:0006732,GO:0006766,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009110,GO:0009987,GO:0016289,GO:0016787,GO:0016788,GO:0016790,GO:0042180,GO:0042181,GO:0042372,GO:0042374,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0047617,GO:0051186,GO:0051188,GO:0071704,GO:1901576,GO:1901661,GO:1901663	3.1.2.28	ko:K12073	ko00130,ko01100,ko01110,map00130,map01100,map01110	M00116	R07262	RC00004,RC00174	ko00000,ko00001,ko00002,ko01000	-	-	-	4HBT,4HBT_2
BDA40129.1	1527444.ucyna2_00697	3.37e-111	321.0	2E6B0@1|root,330YV@2|Bacteria,1GA4E@1117|Cyanobacteria	1117|Cyanobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
BDA40131.1	1527444.ucyna2_00692	5.53e-138	390.0	COG0740@1|root,COG0740@2|Bacteria,1G126@1117|Cyanobacteria	1117|Cyanobacteria	O	Cleaves peptides in various proteins in a process that requires ATP hydrolysis. Has a chymotrypsin-like activity. Plays a major role in the degradation of misfolded proteins	clpP3	-	3.4.21.92	ko:K01358	ko04112,ko04212,map04112,map04212	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	CLP_protease
BDA40132.1	1527444.ucyna2_00691	9.05e-160	447.0	COG0740@1|root,COG0740@2|Bacteria,1FZVH@1117|Cyanobacteria	1117|Cyanobacteria	OU	Cleaves peptides in various proteins in a process that requires ATP hydrolysis. Has a chymotrypsin-like activity. Plays a major role in the degradation of misfolded proteins	clpP	-	3.4.21.92	ko:K01358	ko04112,ko04212,map04112,map04212	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	CLP_protease
BDA40134.1	1527444.ucyna2_00690	1.07e-198	550.0	COG1562@1|root,COG1562@2|Bacteria,1G0U6@1117|Cyanobacteria	1117|Cyanobacteria	I	PFAM Squalene phytoene synthase	-	-	2.5.1.21	ko:K00801	ko00100,ko00909,ko01100,ko01110,ko01130,map00100,map00909,map01100,map01110,map01130	-	R00702,R02872,R06223	RC00362,RC00796,RC02839	ko00000,ko00001,ko01000,ko01006	-	-	-	SQS_PSY
BDA40135.1	1527444.ucyna2_00689	4.36e-103	298.0	COG0779@1|root,COG0779@2|Bacteria,1G5V8@1117|Cyanobacteria	1117|Cyanobacteria	J	Required for maturation of 30S ribosomal subunits	rimP	GO:0000028,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016043,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0034622,GO:0034641,GO:0034645,GO:0042254,GO:0042255,GO:0042274,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:1901564,GO:1901566,GO:1901576	-	ko:K09748	-	-	-	-	ko00000,ko03009	-	-	-	DUF150,DUF150_C
BDA40136.1	1527444.ucyna2_00688	5.31e-265	727.0	COG0195@1|root,COG0195@2|Bacteria,1G072@1117|Cyanobacteria	1117|Cyanobacteria	K	Participates in both transcription termination and antitermination	nusA	-	-	ko:K02600	-	-	-	-	ko00000,ko03009,ko03021	-	-	-	KH_5,NusA_N
BDA40137.1	1527444.ucyna2_00687	9.18e-58	178.0	COG2740@1|root,COG2740@2|Bacteria,1G82M@1117|Cyanobacteria	1117|Cyanobacteria	K	nucleic-acid-binding protein implicated in transcription termination	-	-	-	ko:K07742	-	-	-	-	ko00000	-	-	-	DUF448
BDA40138.1	1527444.ucyna2_00686	0.0	1701.0	COG0532@1|root,COG0532@2|Bacteria,1G1WQ@1117|Cyanobacteria	1117|Cyanobacteria	J	One of the essential components for the initiation of protein synthesis. Protects formylmethionyl-tRNA from spontaneous hydrolysis and promotes its binding to the 30S ribosomal subunits. Also involved in the hydrolysis of GTP during the formation of the 70S ribosomal complex	infB	-	-	ko:K02519	-	-	-	-	ko00000,ko03012,ko03029	-	-	-	GTP_EFTU,IF-2,IF2_N
BDA40139.1	1527444.ucyna2_00685	0.0	2015.0	COG0438@1|root,COG0463@1|root,COG0438@2|Bacteria,COG0463@2|Bacteria,1G4U4@1117|Cyanobacteria	1117|Cyanobacteria	M	Glycosyl transferase, family 2	-	-	-	-	-	-	-	-	-	-	-	-	Glycos_transf_1,Glycos_transf_2
BDA40140.1	1527444.ucyna2_00684	3.34e-138	390.0	COG0009@1|root,COG0009@2|Bacteria,1G5QC@1117|Cyanobacteria	1117|Cyanobacteria	J	Belongs to the SUA5 family	sua5	-	2.7.7.87	ko:K07566	-	-	R10463	RC00745	ko00000,ko01000,ko03009,ko03016	-	-	-	Sua5_yciO_yrdC
BDA40141.1	1527444.ucyna2_00682	5.64e-54	169.0	COG2052@1|root,COG2052@2|Bacteria,1G7TZ@1117|Cyanobacteria	1117|Cyanobacteria	S	Belongs to the UPF0296 family	-	-	-	ko:K09777	-	-	-	-	ko00000	-	-	-	DUF370
BDA40142.1	1527444.ucyna2_00681	4.77e-124	354.0	COG0194@1|root,COG0194@2|Bacteria,1G515@1117|Cyanobacteria	1117|Cyanobacteria	F	Essential for recycling GMP and indirectly, cGMP	gmk	GO:0003674,GO:0003824,GO:0004385,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009126,GO:0009132,GO:0009135,GO:0009150,GO:0009161,GO:0009165,GO:0009167,GO:0009179,GO:0009185,GO:0009259,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016776,GO:0018130,GO:0019205,GO:0019438,GO:0019637,GO:0019693,GO:0034641,GO:0034654,GO:0042278,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046037,GO:0046128,GO:0046483,GO:0046710,GO:0046940,GO:0050145,GO:0055086,GO:0071704,GO:0072521,GO:0090407,GO:1901068,GO:1901135,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901576,GO:1901657	2.7.4.8	ko:K00942	ko00230,ko01100,map00230,map01100	M00050	R00332,R02090	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	Guanylate_kin
BDA40143.1	1527444.ucyna2_00680	4.4e-245	673.0	COG0820@1|root,COG0820@2|Bacteria,1G0J5@1117|Cyanobacteria	1117|Cyanobacteria	J	Specifically methylates position 2 of adenine 2503 in 23S rRNA and position 2 of adenine 37 in tRNAs	rlmN	GO:0000154,GO:0001510,GO:0003674,GO:0003824,GO:0006139,GO:0006364,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008168,GO:0008173,GO:0008175,GO:0008649,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016740,GO:0016741,GO:0022613,GO:0030488,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0070475,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:0140101,GO:0140102,GO:1901360	2.1.1.192	ko:K06941	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	Fer4_12,Fer4_14,Radical_SAM
