query_id,subject_id,percent_identity,alignment_length,mismatches,gap_openings,query_start,query_end,subject_start,subject_end,evalue,bit_score,query_length,subject_length,direction,coverage,normalized_bitscore
BDA39871.1,WP_009546451.1,70.5,44,13,0,1,44,1,44,3.52e-15,59.3,54,48,ucyna -> crocosphaera,0.8148148148148148,1.3477272727272727
BDA39872.1,WP_009546450.1,51.2,1008,492,0,1,1008,1,1008,0.0,921.0,1008,1008,ucyna -> crocosphaera,1.0,0.9136904761904762
BDA39873.1,WP_009545425.1,85.8,443,63,0,1,443,2,444,1.0499999999999999e-278,757.0,444,445,ucyna -> crocosphaera,0.9955056179775281,1.7088036117381489
BDA39874.1,WP_009545414.1,68.8,648,198,2,1,644,1,648,3.46e-319,877.0,644,660,ucyna -> crocosphaera,0.9818181818181818,1.353395061728395
BDA39875.1,WP_009547240.1,54.3,81,37,0,82,162,87,167,1.21e-22,85.9,163,168,ucyna -> crocosphaera,0.48214285714285715,1.060493827160494
BDA39876.1,WP_156922862.1,55.2,212,95,0,18,229,7,218,6.06e-76,226.0,232,223,ucyna -> crocosphaera,0.9137931034482759,1.0660377358490567
BDA39877.1,WP_024750176.1,71.0,193,56,0,1,193,1,193,2.05e-100,285.0,194,193,ucyna -> crocosphaera,0.9948453608247423,1.4766839378238341
BDA39878.1,WP_007307341.1,93.0,100,7,0,1,100,1,100,7.65e-65,188.0,100,100,ucyna -> crocosphaera,1.0,1.88
BDA39879.1,WP_009543121.1,73.3,427,111,1,1,424,1,427,5.51e-222,614.0,435,461,ucyna -> crocosphaera,0.9262472885032538,1.4379391100702577
BDA39880.1,WP_009547406.1,71.3,174,50,0,1,174,1,174,1.56e-90,259.0,174,174,ucyna -> crocosphaera,1.0,1.4885057471264367
BDA39881.1,WP_009547409.1,66.0,106,36,0,1,106,1,106,4.4e-51,154.0,106,106,ucyna -> crocosphaera,1.0,1.4528301886792452
BDA39882.1,WP_009547417.1,80.2,328,61,1,1,328,1,324,3.05e-186,513.0,328,324,ucyna -> crocosphaera,1.0,1.5640243902439024
BDA39883.1,WP_009547416.1,85.6,180,26,0,1,180,1,180,2.33e-120,335.0,180,180,ucyna -> crocosphaera,1.0,1.8611111111111112
BDA39884.1,WP_009544914.1,71.9,488,136,1,1,487,1,488,1.41e-275,754.0,492,503,ucyna -> crocosphaera,0.9701789264413518,1.5450819672131149
BDA39885.1,WP_009544913.1,65.6,32,11,0,29,60,24,55,5.88e-12,51.6,60,55,ucyna -> crocosphaera,0.5333333333333333,1.6125
BDA39887.1,WP_009544898.1,63.8,340,121,1,6,345,6,343,6.22e-151,426.0,345,346,ucyna -> crocosphaera,0.9826589595375722,1.2529411764705882
BDA39888.1,WP_009547665.1,80.0,110,22,0,4,113,4,113,3.3699999999999995e-61,180.0,114,114,ucyna -> crocosphaera,0.9649122807017544,1.6363636363636365
BDA39889.1,WP_009547666.1,72.6,117,32,0,1,117,59,175,5.65e-62,184.0,117,175,ucyna -> crocosphaera,0.6685714285714286,1.5726495726495726
BDA39890.1,WP_009547590.1,87.2,446,57,0,1,446,1,446,1.57e-294,798.0,449,450,ucyna -> crocosphaera,0.9911111111111112,1.789237668161435
BDA39891.1,WP_009546751.1,63.3,491,170,5,12,497,1,486,6.31e-205,574.0,497,486,ucyna -> crocosphaera,0.9879275653923542,1.1690427698574337
BDA39892.1,WP_009546749.1,80.4,56,11,0,1,56,1,56,7.72e-30,97.1,66,56,ucyna -> crocosphaera,0.8484848484848485,1.7339285714285713
BDA39893.1,WP_009546745.1,83.3,599,100,0,1,599,1,599,0.0,946.0,599,599,ucyna -> crocosphaera,1.0,1.5792988313856426
BDA39894.1,WP_009545374.1,66.8,611,198,1,1,611,1,606,2.51e-301,829.0,627,606,ucyna -> crocosphaera,0.9744816586921851,1.3567921440261865
BDA39895.1,WP_009545118.1,73.4,376,100,0,1,376,1,376,1.5700000000000001e-212,584.0,376,381,ucyna -> crocosphaera,0.9868766404199475,1.553191489361702
BDA39896.1,WP_009544701.1,73.4,979,259,1,6,984,6,983,0.0,1516.0,986,985,ucyna -> crocosphaera,0.9929006085192698,1.5485188968335035
BDA39897.1,WP_083765733.1,62.7,619,218,3,9,616,9,625,9.3e-280,775.0,623,629,ucyna -> crocosphaera,0.9841017488076311,1.2520193861066236
BDA39898.1,WP_009545878.1,50.8,593,292,0,4,596,17,609,7.57e-218,617.0,597,639,ucyna -> crocosphaera,0.9280125195618153,1.0404721753794266
BDA39899.1,WP_009544576.1,84.7,653,92,2,1,647,1,651,0.0,1038.0,647,659,ucyna -> crocosphaera,0.9908952959028832,1.5895865237366003
BDA39900.1,WP_009544289.1,85.0,40,6,0,3,42,1,40,9.84e-22,75.1,42,40,ucyna -> crocosphaera,0.9523809523809523,1.8775
BDA39901.1,WP_009545003.1,78.5,321,69,0,3,323,27,347,7.16e-176,488.0,324,349,ucyna -> crocosphaera,0.9197707736389685,1.5202492211838006
BDA39902.1,WP_009545002.1,76.7,172,40,0,1,172,1,172,2.4e-100,283.0,172,172,ucyna -> crocosphaera,1.0,1.6453488372093024
BDA39903.1,WP_009547448.1,86.8,190,25,0,1,190,1,190,7.140000000000001e-129,357.0,190,190,ucyna -> crocosphaera,1.0,1.8789473684210527
BDA39904.1,WP_009547815.1,50.0,178,89,0,7,184,3,180,7.69e-62,187.0,184,180,ucyna -> crocosphaera,0.967391304347826,1.050561797752809
BDA39905.1,WP_009547814.1,88.8,713,80,0,1,713,1,713,0.0,1248.0,715,715,ucyna -> crocosphaera,0.9972027972027973,1.7503506311360448
BDA39906.1,WP_009547813.1,71.7,434,120,1,1,431,1,434,1.6899999999999998e-234,645.0,432,452,ucyna -> crocosphaera,0.9601769911504425,1.4861751152073732
BDA39907.1,WP_009544808.1,65.9,208,71,0,1,208,1,208,1.36e-89,259.0,208,209,ucyna -> crocosphaera,0.9952153110047847,1.2451923076923077
BDA39908.1,WP_009544795.1,63.1,65,24,0,48,112,43,107,1.65e-24,87.0,112,107,ucyna -> crocosphaera,0.5803571428571429,1.3384615384615384
BDA39909.1,WP_009544793.1,60.5,147,58,0,32,178,40,186,8.75e-66,197.0,179,197,ucyna -> crocosphaera,0.7461928934010152,1.3401360544217686
BDA39910.1,WP_024750372.1,72.9,347,94,0,2,348,1,347,5.48e-186,515.0,350,355,ucyna -> crocosphaera,0.9774647887323944,1.484149855907781
BDA39911.1,WP_009544006.1,82.5,520,91,0,1,520,1,520,6.37e-293,800.0,520,521,ucyna -> crocosphaera,0.9980806142034548,1.5384615384615385
BDA39912.1,WP_009544013.1,44.1,179,96,1,1,179,1,175,1.05e-47,151.0,180,188,ucyna -> crocosphaera,0.9521276595744681,0.8435754189944135
BDA39913.1,WP_009546700.1,65.6,384,132,0,1,384,1,384,2.76e-183,511.0,386,392,ucyna -> crocosphaera,0.9795918367346939,1.3307291666666667
BDA39914.1,WP_009547166.1,70.3,462,137,0,1,462,1,462,5.41e-244,671.0,463,463,ucyna -> crocosphaera,0.9978401727861771,1.4523809523809523
BDA39915.1,WP_009543779.1,44.4,153,82,1,36,185,2,154,7.940000000000001e-37,122.0,188,156,ucyna -> crocosphaera,0.8138297872340425,0.7973856209150327
BDA39916.1,WP_009543778.1,85.3,218,30,2,1,217,1,217,4.42e-134,372.0,217,217,ucyna -> crocosphaera,1.0046082949308757,1.7064220183486238
BDA39917.1,WP_009543775.1,66.2,275,93,0,1,275,1,275,2.4099999999999998e-136,383.0,279,278,ucyna -> crocosphaera,0.985663082437276,1.3927272727272728
BDA39918.1,WP_009544874.1,50.4,244,114,3,6,245,10,250,6.5e-75,226.0,258,257,ucyna -> crocosphaera,0.9457364341085271,0.9262295081967213
BDA39919.1,WP_009545946.1,42.6,251,130,3,2,248,3,243,2.25e-54,176.0,296,291,ucyna -> crocosphaera,0.847972972972973,0.701195219123506
BDA39920.1,WP_009545947.1,86.4,220,30,0,1,220,1,220,1.66e-133,371.0,221,220,ucyna -> crocosphaera,0.995475113122172,1.6863636363636363
BDA39921.1,WP_009545948.1,90.6,244,23,0,1,244,1,244,1.26e-159,441.0,270,269,ucyna -> crocosphaera,0.9037037037037037,1.8073770491803278
BDA39922.1,WP_049769499.1,77.0,395,89,1,8,402,1,393,1.57e-217,598.0,402,393,ucyna -> crocosphaera,0.9825870646766169,1.5139240506329115
BDA39923.1,WP_009544062.1,76.9,853,194,2,1,852,1,851,0.0,1297.0,871,881,ucyna -> crocosphaera,0.9682179341657208,1.5205158264947245
BDA39924.1,WP_009547144.1,64.8,307,105,2,8,313,1,305,6.41e-138,390.0,314,306,ucyna -> crocosphaera,0.9777070063694268,1.270358306188925
BDA39925.1,WP_024750270.1,76.4,368,87,0,1,368,1,368,1.49e-208,574.0,372,377,ucyna -> crocosphaera,0.9761273209549072,1.559782608695652
BDA39926.1,WP_009546560.1,70.9,158,46,0,2,159,1,158,4.9e-85,244.0,161,159,ucyna -> crocosphaera,0.9813664596273292,1.5443037974683544
BDA39927.1,WP_009547639.1,77.5,873,196,0,1,873,1,873,0.0,1307.0,873,888,ucyna -> crocosphaera,0.9831081081081081,1.4971363115693013
BDA39928.1,WP_009543540.1,89.5,105,11,0,2,106,14,118,4.77e-69,199.0,106,119,ucyna -> crocosphaera,0.8823529411764706,1.8952380952380952
BDA39929.1,WP_009545388.1,58.4,567,225,5,8,571,55,613,2.42e-218,616.0,571,613,ucyna -> crocosphaera,0.9249592169657422,1.0864197530864197
BDA39930.1,WP_009543637.1,85.0,525,79,0,1,525,1,525,0.0,880.0,525,526,ucyna -> crocosphaera,0.9980988593155894,1.6761904761904762
BDA39931.1,WP_009543636.1,69.8,441,133,0,1,441,1,441,6.22e-233,641.0,444,442,ucyna -> crocosphaera,0.9932432432432432,1.4535147392290249
BDA39932.1,WP_009545387.1,47.6,103,53,1,56,158,56,157,9.55e-26,94.4,169,177,ucyna -> crocosphaera,0.5819209039548022,0.9165048543689321
BDA39933.1,WP_009544188.1,81.9,430,77,1,1,430,1,429,6.3e-255,696.0,430,433,ucyna -> crocosphaera,0.9930715935334873,1.6186046511627907
BDA39934.1,WP_009544189.1,47.7,260,133,2,1,258,1,259,1.2899999999999999e-76,231.0,277,266,ucyna -> crocosphaera,0.9386281588447654,0.8884615384615384
BDA39935.1,WP_009544135.1,67.1,413,133,3,7,419,6,415,2.77e-180,506.0,423,419,ucyna -> crocosphaera,0.9763593380614657,1.225181598062954
BDA39936.1,WP_009545841.1,60.7,252,99,0,1,252,1,252,4.49e-94,275.0,262,258,ucyna -> crocosphaera,0.9618320610687023,1.0912698412698412
BDA39937.1,WP_009545838.1,82.0,1080,194,0,1,1080,1,1080,0.0,1780.0,1081,1081,ucyna -> crocosphaera,0.9990749306197965,1.6481481481481481
BDA39938.1,WP_009546754.1,82.3,452,80,0,1,452,1,452,5.62e-280,761.0,452,452,ucyna -> crocosphaera,1.0,1.6836283185840708
BDA39939.1,WP_009545757.1,85.0,507,76,0,1,507,1,507,0.0,887.0,508,508,ucyna -> crocosphaera,0.9980314960629921,1.7495069033530573
BDA39940.1,WP_009547911.1,78.9,175,37,0,1,175,1,175,4.19e-96,273.0,176,176,ucyna -> crocosphaera,0.9943181818181818,1.56
BDA39941.1,WP_012362124.1,54.1,425,192,2,1,423,1,424,1.4e-156,446.0,430,424,ucyna -> crocosphaera,0.9883720930232558,1.0494117647058823
BDA39942.1,WP_009545442.1,57.0,307,132,0,1,307,1,307,1.03e-125,359.0,322,311,ucyna -> crocosphaera,0.953416149068323,1.1693811074918568
BDA39943.1,WP_009543466.1,65.2,293,102,0,11,303,14,306,1.9000000000000002e-132,375.0,304,307,ucyna -> crocosphaera,0.9543973941368078,1.2798634812286689
BDA39944.1,WP_009543465.1,55.1,483,217,0,1,483,1,483,6.75e-181,513.0,483,485,ucyna -> crocosphaera,0.9958762886597938,1.062111801242236
BDA39945.1,WP_009545264.1,47.2,163,86,0,1,163,1,163,2.0800000000000001e-47,149.0,164,172,ucyna -> crocosphaera,0.9476744186046512,0.9141104294478528
BDA39946.1,WP_009547210.1,79.2,317,66,0,1,317,1,317,3.16e-189,521.0,318,329,ucyna -> crocosphaera,0.9635258358662614,1.6435331230283912
BDA39947.1,WP_009546572.1,63.5,244,87,1,1,244,1,242,4.61e-117,332.0,245,243,ucyna -> crocosphaera,0.9959183673469387,1.360655737704918
BDA39948.1,WP_009546569.1,72.8,276,75,0,1,276,1,276,1.67e-151,422.0,278,283,ucyna -> crocosphaera,0.9752650176678446,1.5289855072463767
BDA39949.1,WP_009546568.1,67.2,652,212,1,1,650,1,652,0.0,906.0,650,654,ucyna -> crocosphaera,0.9969418960244648,1.3895705521472392
BDA39950.1,WP_009543351.1,85.3,307,45,0,1,307,1,307,2.2399999999999997e-191,526.0,322,314,ucyna -> crocosphaera,0.953416149068323,1.713355048859935
BDA39951.1,WP_009543352.1,71.5,298,85,0,1,298,1,298,1.38e-158,442.0,304,308,ucyna -> crocosphaera,0.9675324675324676,1.483221476510067
BDA39953.1,WP_009545260.1,73.0,585,158,0,1,585,1,585,2.58e-306,839.0,585,585,ucyna -> crocosphaera,1.0,1.4341880341880342
BDA39954.1,WP_009545318.1,42.8,229,116,3,1,222,1,221,5.18e-51,162.0,223,221,ucyna -> crocosphaera,1.0269058295964126,0.7074235807860262
BDA39955.1,WP_009547107.1,83.7,295,47,1,3,297,115,408,1.06e-191,529.0,297,408,ucyna -> crocosphaera,0.7230392156862745,1.7932203389830508
BDA39956.1,WP_009544460.1,64.0,344,124,0,1,344,1,344,4.91e-160,449.0,345,347,ucyna -> crocosphaera,0.9913544668587896,1.305232558139535
BDA39957.1,WP_009543634.1,57.9,439,174,2,1,431,1,436,1.46e-182,513.0,434,447,ucyna -> crocosphaera,0.9821029082774049,1.1685649202733486
BDA39958.1,WP_009543632.1,71.4,238,63,2,5,238,7,243,1.42e-123,348.0,238,243,ucyna -> crocosphaera,0.9794238683127572,1.4621848739495797
BDA39959.1,WP_024750148.1,66.7,279,93,0,1,279,1,279,1.22e-134,379.0,280,279,ucyna -> crocosphaera,0.9964285714285714,1.3584229390681004
BDA39960.1,WP_009543628.1,63.5,329,109,1,1,318,1,329,2.08e-155,435.0,319,330,ucyna -> crocosphaera,0.996969696969697,1.3221884498480243
BDA39961.1,WP_009543997.1,67.6,71,23,0,1,71,1,71,5.96e-36,113.0,74,82,ucyna -> crocosphaera,0.8658536585365854,1.591549295774648
BDA39962.1,WP_009543985.1,58.6,58,24,0,1,58,508,565,6.77e-19,75.1,59,645,ucyna -> crocosphaera,0.08992248062015504,1.2948275862068965
BDA39963.1,WP_009547248.1,57.7,239,101,0,5,243,3,241,6.16e-107,306.0,243,241,ucyna -> crocosphaera,0.9835390946502057,1.2803347280334727
BDA39964.1,WP_243397411.1,75.4,447,110,0,29,475,17,463,4.529999999999999e-242,667.0,475,466,ucyna -> crocosphaera,0.9410526315789474,1.4921700223713648
BDA39965.1,WP_009544288.1,66.4,137,46,0,3,139,2,138,1.4e-62,186.0,143,143,ucyna -> crocosphaera,0.958041958041958,1.3576642335766422
BDA39966.1,WP_024750258.1,75.9,357,82,2,1,355,1,355,9.189999999999999e-191,528.0,359,361,ucyna -> crocosphaera,0.9889196675900277,1.4789915966386555
BDA39967.1,WP_009547205.1,65.7,143,49,0,12,154,13,155,3.35e-66,196.0,161,156,ucyna -> crocosphaera,0.8881987577639752,1.3706293706293706
BDA39969.1,WP_009547207.1,74.4,78,20,0,1,78,1,78,2.7599999999999997e-38,120.0,80,94,ucyna -> crocosphaera,0.8297872340425532,1.5384615384615385
BDA39970.1,WP_009547758.1,73.9,403,105,0,6,408,2,404,6.05e-227,623.0,410,405,ucyna -> crocosphaera,0.9829268292682927,1.5459057071960298
BDA39971.1,WP_009547757.1,75.1,273,68,0,1,273,1,273,1.2300000000000001e-166,459.0,274,274,ucyna -> crocosphaera,0.9963503649635036,1.6813186813186813
BDA39972.1,WP_009547756.1,71.3,94,27,0,1,94,1,94,2.35e-45,138.0,94,94,ucyna -> crocosphaera,1.0,1.4680851063829787
BDA39973.1,WP_009547754.1,100.0,61,0,0,1,61,1,61,4.02e-36,112.0,61,62,ucyna -> crocosphaera,0.9838709677419355,1.8360655737704918
BDA39974.1,WP_009544678.1,72.5,367,92,2,1,359,1,366,2.01e-193,535.0,359,366,ucyna -> crocosphaera,1.0027322404371584,1.457765667574932
BDA39975.1,WP_009543504.1,60.1,363,145,0,1,363,1,363,1.18e-158,447.0,366,365,ucyna -> crocosphaera,0.9918032786885246,1.2314049586776858
BDA39976.1,WP_009543505.1,83.2,214,36,0,1,214,1,214,4.31e-127,355.0,214,229,ucyna -> crocosphaera,0.9344978165938864,1.658878504672897
BDA39977.1,WP_009543506.1,75.2,440,94,4,1,437,1,428,1.2e-229,632.0,438,435,ucyna -> crocosphaera,1.004566210045662,1.4363636363636363
BDA39978.1,WP_009545709.1,53.0,198,93,0,1,198,1,198,8.22e-75,221.0,200,200,ucyna -> crocosphaera,0.99,1.1161616161616161
BDA39979.1,WP_009545708.1,77.6,532,119,0,1,532,1,532,1.17e-317,863.0,532,532,ucyna -> crocosphaera,1.0,1.6221804511278195
BDA39980.1,WP_009544427.1,88.5,209,24,0,1,209,1,209,2.1600000000000002e-132,371.0,252,248,ucyna -> crocosphaera,0.8293650793650794,1.7751196172248804
BDA39981.1,WP_009544426.1,71.0,207,60,0,1,207,1,207,6.98e-102,291.0,219,209,ucyna -> crocosphaera,0.9452054794520548,1.4057971014492754
BDA39982.1,WP_009545498.1,76.5,132,31,0,1,132,1,132,2.77e-78,224.0,132,134,ucyna -> crocosphaera,0.9850746268656716,1.696969696969697
BDA39983.1,WP_009545500.1,63.4,317,111,2,1,315,1,314,8.17e-148,415.0,315,314,ucyna -> crocosphaera,1.0063492063492063,1.3091482649842272
BDA39987.1,WP_009546790.1,58.0,553,229,2,4,555,4,554,3.4399999999999995e-241,671.0,555,554,ucyna -> crocosphaera,0.9963963963963964,1.213381555153707
BDA39988.1,WP_008276531.1,95.9,246,10,0,1,246,1,246,2e-174,477.0,246,246,ucyna -> crocosphaera,1.0,1.9390243902439024
BDA39989.1,WP_009546068.1,84.5,277,43,0,1,277,1,277,6.32e-182,498.0,277,277,ucyna -> crocosphaera,1.0,1.7978339350180506
BDA39990.1,WP_024750316.1,60.2,824,324,3,1,821,9,831,0.0,975.0,821,831,ucyna -> crocosphaera,0.9915764139590855,1.183252427184466
BDA39991.1,WP_024750185.1,85.1,429,64,0,10,438,5,433,3.6e-270,735.0,438,433,ucyna -> crocosphaera,0.9794520547945206,1.7132867132867133
BDA39992.1,WP_009543047.1,79.5,365,75,0,1,365,1,365,3.69e-223,610.0,366,365,ucyna -> crocosphaera,0.9972677595628415,1.6712328767123288
BDA39993.1,WP_009543051.1,60.6,391,154,0,1,391,1,391,1.52e-167,472.0,397,396,ucyna -> crocosphaera,0.9848866498740554,1.207161125319693
BDA39994.1,WP_009544241.1,82.0,338,61,0,1,338,1,338,2.68e-212,580.0,339,340,ucyna -> crocosphaera,0.9941176470588236,1.7159763313609468
BDA39995.1,WP_009546018.1,82.3,231,41,0,1,231,1,231,5.66e-137,381.0,231,231,ucyna -> crocosphaera,1.0,1.6493506493506493
BDA39996.1,WP_009543825.1,89.1,477,52,0,1,477,1,477,0.0,891.0,478,478,ucyna -> crocosphaera,0.997907949790795,1.8679245283018868
BDA39997.1,WP_009543315.1,67.6,386,123,2,1,385,2,386,1.42e-191,532.0,387,386,ucyna -> crocosphaera,0.9974160206718347,1.378238341968912
BDA39998.1,WP_009547365.1,65.7,277,86,3,1,268,1,277,3.62e-127,360.0,273,278,ucyna -> crocosphaera,0.9964028776978417,1.2996389891696751
BDA39999.1,WP_009547364.1,71.6,109,31,0,1,109,1,109,1.2e-55,166.0,109,114,ucyna -> crocosphaera,0.956140350877193,1.5229357798165137
BDA40000.1,WP_009547358.1,71.6,391,111,0,1,391,1,391,4.05e-220,605.0,393,393,ucyna -> crocosphaera,0.9949109414758269,1.5473145780051152
BDA40001.1,WP_012362171.1,79.4,97,20,0,1,97,1,97,2.9099999999999996e-45,138.0,97,97,ucyna -> crocosphaera,1.0,1.422680412371134
BDA40002.1,WP_009545344.1,95.5,1101,49,0,3,1103,4,1104,0.0,2075.0,1103,1104,ucyna -> crocosphaera,0.9972826086956522,1.8846503178928247
BDA40003.1,WP_009545345.1,82.1,1303,229,2,1,1300,1,1302,0.0,2120.0,1300,1306,ucyna -> crocosphaera,0.9977029096477795,1.627014581734459
BDA40004.1,WP_009546036.1,69.2,214,64,1,8,219,1,214,5.55e-107,304.0,219,214,ucyna -> crocosphaera,0.9771689497716894,1.4205607476635513
BDA40005.1,WP_009545886.1,66.4,357,120,0,1,357,1,357,5.17e-159,447.0,358,360,ucyna -> crocosphaera,0.9916666666666667,1.2521008403361344
BDA40006.1,WP_009545679.1,59.1,220,90,0,1,220,1,220,1.2e-93,271.0,235,234,ucyna -> crocosphaera,0.9361702127659575,1.231818181818182
BDA40007.1,WP_009544171.1,60.4,164,64,1,1,163,1,164,2.5e-56,171.0,163,164,ucyna -> crocosphaera,1.0,1.0426829268292683
BDA40008.1,WP_009543091.1,57.9,763,320,1,1,762,1,763,1.66e-318,884.0,762,764,ucyna -> crocosphaera,0.9986910994764397,1.1585845347313237
BDA40009.1,WP_009544668.1,70.9,127,37,0,1,127,1,127,2.7000000000000002e-64,189.0,131,133,ucyna -> crocosphaera,0.9548872180451128,1.4881889763779528
BDA40010.1,WP_009543942.1,82.3,396,70,0,1,396,1,396,5.4300000000000006e-247,673.0,398,402,ucyna -> crocosphaera,0.9850746268656716,1.6994949494949494
BDA40011.1,WP_009543940.1,52.5,99,47,0,1,99,1,99,1.7000000000000001e-29,99.0,99,101,ucyna -> crocosphaera,0.9801980198019802,1.0
BDA40012.1,WP_009543439.1,39.5,233,135,4,20,251,91,318,1.6e-41,142.0,267,335,ucyna -> crocosphaera,0.6955223880597015,0.6094420600858369
BDA40013.1,WP_009543440.1,60.7,244,96,0,1,244,1,244,8.82e-110,314.0,257,259,ucyna -> crocosphaera,0.9420849420849421,1.2868852459016393
BDA40014.1,WP_009544344.1,64.8,600,210,1,4,602,11,610,1.92e-301,828.0,605,612,ucyna -> crocosphaera,0.9803921568627451,1.38
BDA40015.1,WP_009544345.1,61.5,213,81,1,1,213,3,214,2.69e-93,269.0,216,217,ucyna -> crocosphaera,0.9815668202764977,1.2629107981220657
BDA40016.1,WP_009544464.1,45.6,474,253,1,1,469,1,474,8.869999999999999e-137,400.0,472,483,ucyna -> crocosphaera,0.9813664596273292,0.8438818565400844
BDA40017.1,WP_243397407.1,67.6,299,97,0,29,327,3,301,3.38e-145,409.0,327,313,ucyna -> crocosphaera,0.9143730886850153,1.3678929765886287
BDA40018.1,WP_009544527.1,66.4,363,119,1,1,360,1,363,1.93e-175,489.0,360,367,ucyna -> crocosphaera,0.989100817438692,1.3471074380165289
BDA40019.1,WP_009544526.1,86.5,37,5,0,1,37,1,37,1.71e-18,66.6,37,37,ucyna -> crocosphaera,1.0,1.7999999999999998
BDA40020.1,WP_009546627.1,65.0,137,45,1,1,137,1,134,2.01e-63,187.0,139,142,ucyna -> crocosphaera,0.9647887323943662,1.364963503649635
BDA40021.1,WP_008274029.1,77.3,66,14,1,1,65,1,66,1.3700000000000001e-32,104.0,68,66,ucyna -> crocosphaera,0.9705882352941176,1.5757575757575757
BDA40022.1,WP_009546629.1,78.4,102,22,0,1,102,1,102,9.82e-58,171.0,103,114,ucyna -> crocosphaera,0.8947368421052632,1.6764705882352942
BDA40023.1,WP_009546630.1,78.2,377,82,0,1,377,1,377,9.839999999999999e-220,602.0,377,377,ucyna -> crocosphaera,1.0,1.596816976127321
BDA40024.1,WP_009546631.1,74.3,70,18,0,1,70,1,70,7.0099999999999995e-34,107.0,70,70,ucyna -> crocosphaera,1.0,1.5285714285714285
BDA40026.1,WP_009546634.1,87.9,489,58,1,1,488,1,489,0.0,873.0,489,490,ucyna -> crocosphaera,0.9979591836734694,1.7852760736196318
BDA40027.1,WP_009546635.1,48.5,66,26,2,1,59,1,65,1.38e-14,58.5,60,66,ucyna -> crocosphaera,1.0,0.8863636363636364
BDA40028.1,WP_009546637.1,80.3,400,79,0,1,400,1,400,7.85e-240,655.0,400,400,ucyna -> crocosphaera,1.0,1.6375
BDA40029.1,WP_009546638.1,78.9,294,61,1,1,294,1,293,8.04e-168,464.0,294,293,ucyna -> crocosphaera,1.0,1.5782312925170068
BDA40030.1,WP_009546639.1,89.6,289,30,0,1,289,38,326,6.21e-188,516.0,289,327,ucyna -> crocosphaera,0.8837920489296636,1.7854671280276817
BDA40031.1,WP_009546640.1,89.0,480,53,0,1,480,1,480,0.0,874.0,480,480,ucyna -> crocosphaera,1.0,1.8208333333333333
BDA40032.1,WP_009546641.1,82.8,511,87,1,1,510,1,511,0.0,886.0,510,511,ucyna -> crocosphaera,1.0,1.7338551859099804
BDA40033.1,WP_009546643.1,83.7,455,74,0,1,455,1,455,4.7899999999999996e-287,780.0,456,472,ucyna -> crocosphaera,0.9639830508474576,1.7142857142857142
BDA40034.1,WP_009546644.1,76.3,455,105,2,1,453,1,454,9.64e-261,712.0,453,454,ucyna -> crocosphaera,1.002202643171806,1.5648351648351648
BDA40035.1,WP_009546645.1,87.9,124,15,0,1,124,1,124,1.35e-81,233.0,132,137,ucyna -> crocosphaera,0.9051094890510949,1.8790322580645162
BDA40036.1,WP_009546647.1,73.5,68,18,0,8,75,9,76,2.64e-34,109.0,75,78,ucyna -> crocosphaera,0.8717948717948718,1.6029411764705883
BDA40037.1,WP_009546648.1,64.8,122,36,1,1,122,1,115,2.15e-55,166.0,122,116,ucyna -> crocosphaera,1.0,1.360655737704918
BDA40038.1,WP_009546649.1,82.7,248,43,0,1,248,1,248,3.1200000000000004e-157,434.0,248,271,ucyna -> crocosphaera,0.915129151291513,1.75
BDA40039.1,WP_009546650.1,70.6,119,35,0,1,119,1,119,3.12e-57,170.0,119,119,ucyna -> crocosphaera,1.0,1.4285714285714286
BDA40040.1,WP_243397415.1,70.7,92,27,0,12,103,12,103,6.06e-48,145.0,104,104,ucyna -> crocosphaera,0.8846153846153846,1.576086956521739
BDA40041.1,WP_009546652.1,71.2,118,34,0,1,118,1,118,3.66e-64,188.0,118,126,ucyna -> crocosphaera,0.9365079365079365,1.5932203389830508
BDA40042.1,WP_009546658.1,66.0,653,215,4,1,652,1,647,5.1899999999999995e-297,821.0,652,651,ucyna -> crocosphaera,1.0015337423312884,1.2572741194486983
BDA40043.1,WP_009546659.1,77.6,98,22,0,1,98,1,98,7.029999999999999e-42,130.0,98,98,ucyna -> crocosphaera,1.0,1.3265306122448979
BDA40044.1,WP_009546665.1,83.3,78,13,0,1,78,1,78,5.36e-46,139.0,83,83,ucyna -> crocosphaera,0.9397590361445783,1.7820512820512822
BDA40045.1,WP_009543288.1,58.0,200,84,0,11,210,11,210,8.92e-80,234.0,211,212,ucyna -> crocosphaera,0.9433962264150944,1.17
BDA40046.1,WP_009545901.1,61.3,445,172,0,1,445,1,445,8.299999999999999e-197,550.0,446,446,ucyna -> crocosphaera,0.9977578475336323,1.2359550561797752
BDA40047.1,WP_009545898.1,71.3,94,27,0,1,94,1,94,2.39e-46,141.0,96,97,ucyna -> crocosphaera,0.9690721649484536,1.5
BDA40048.1,WP_009545802.1,39.5,167,98,1,1,167,1,164,9.7e-25,92.4,186,181,ucyna -> crocosphaera,0.8978494623655914,0.5532934131736528
BDA40049.1,WP_041231759.1,59.3,243,98,1,6,248,8,249,1.52e-103,298.0,248,249,ucyna -> crocosphaera,0.9759036144578314,1.2263374485596708
BDA40050.1,WP_009545804.1,79.3,333,69,0,13,345,1,333,2.73e-192,530.0,347,335,ucyna -> crocosphaera,0.9596541786743515,1.5915915915915917
